codice_istat,denominazione_ita_altra,denominazione_ita,denominazione_altra,cap,sigla_provincia,denominazione_provincia,tipologia_provincia,codice_regione,denominazione_regione,tipologia_regione,ripartizione_geografica,flag_capoluogo,codice_belfiore,lat,lon,superficie_kmq,,,
26042,Miane,Miane,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F190,45,9429180,12,909750,30,8836
26043,Mogliano Veneto,Mogliano Veneto,,31021,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F269,45,5615937,12,2364542,46,2562
26044,Monastier di Treviso,Monastier di Treviso,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F332,45,6495294,12,4357421,25,2613
26045,Monfumo,Monfumo,,31010,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F360,45,8304846,11,9203542,11,4548
26046,Montebelluna,Montebelluna,,31044,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F443,45,7761362,12,451119,49,63
26047,Morgano,Morgano,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F725,45,6343640,12,834802,11,7610
26048,Moriago della Battaglia,Moriago della Battaglia,,31010,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F729,45,8669187,12,1066020,13,7573
26049,Motta di Livenza,Motta di Livenza,,31045,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F770,45,7766509,12,6102553,37,7775
26050,Nervesa della Battaglia,Nervesa della Battaglia,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F872,45,8244997,12,2074232,34,9727
26051,Oderzo,Oderzo,,31046,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F999,45,7808962,12,4931288,42,3532
26052,Ormelle,Ormelle,,31024,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G115,45,7787549,12,4201444,18,8269
26053,Orsago,Orsago,,31010,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G123,45,9308906,12,4235969,10,7066
26055,Paese,Paese,,31038,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G229,45,6716501,12,1535359,38,890
26056,Pederobba,Pederobba,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G408,45,8608508,11,9858204,27,3165
26057,Pieve di Soligo,Pieve di Soligo,,31053,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G645,45,9000197,12,1746799,19,228
26058,Ponte di Piave,Ponte di Piave,,31047,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G846,45,7160255,12,4639586,32,4357
26059,Ponzano Veneto,Ponzano Veneto,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G875,45,7191004,12,2071102,22,2704
26060,Portobuffolè,Portobuffolè,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G909,45,8539325,12,5384471,5,807
26061,Possagno,Possagno,,31054,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G933,45,8547007,11,8814435,12,1102
26062,Povegliano,Povegliano,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G944,45,7599714,12,2058953,12,9146
26063,Preganziol,Preganziol,,31022,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H022,45,6014318,12,2350932,23,1084
26064,Quinto di Treviso,Quinto di Treviso,,31055,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H131,45,6460069,12,1660223,19,403
26065,Refrontolo,Refrontolo,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H220,45,9251525,12,2079313,13,349
26066,Resana,Resana,,31023,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H238,45,6343278,11,9555314,24,8911
26067,Revine Lago,Revine Lago,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H253,45,9921046,12,2317467,18,7927
26068,Riese Pio X,Riese Pio X,,31039,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H280,45,7296833,11,9167718,30,6437
26069,Roncade,Roncade,,31056,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H523,45,6303927,12,3739537,61,7762
26070,Salgareda,Salgareda,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H706,45,7034385,12,4946767,27,5510
26071,San Biagio di Callalta,San Biagio di Callalta,,31048,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H781,45,6847692,12,3774931,48,5044
26072,San Fior,San Fior,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,H843,45,9208517,12,3584088,17,8168
26073,San Pietro di Feletto,San Pietro di Feletto,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I103,45,9130547,12,2516278,19,2525
26074,San Polo di Piave,San Polo di Piave,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I124,45,7911983,12,3941515,20,9825
26075,Santa Lucia di Piave,Santa Lucia di Piave,,31025,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I221,45,8491896,12,2842717,19,8098
26076,San Vendemiano,San Vendemiano,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I382,45,8912639,12,3390228,18,4963
26077,San Zenone degli Ezzelini,San Zenone degli Ezzelini,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I417,45,7789280,11,8403394,19,9661
26078,Sarmede,Sarmede,,31026,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I435,45,9785148,12,3863618,18,133
26079,Segusino,Segusino,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I578,45,9167105,11,9540709,18,2274
26080,Sernaglia della Battaglia,Sernaglia della Battaglia,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I635,45,8727810,12,1318258,20,1512
26081,Silea,Silea,,31057,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F116,45,6550609,12,2987552,18,9531
26082,Spresiano,Spresiano,,31027,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,I927,45,7794392,12,2592992,25,7247
26083,Susegana,Susegana,,31058,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L014,45,8509098,12,2500454,44,980
26084,Tarzo,Tarzo,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L058,45,9729800,12,2321801,23,9059
26085,Trevignano,Trevignano,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L402,45,7426692,12,890659,26,4946
26086,Treviso,Treviso,,31100,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,L407,45,6675545,12,2450742,55,5781
26087,Valdobbiadene,Valdobbiadene,,31049,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L565,45,9013101,11,9952375,62,8942
26088,Vazzola,Vazzola,,31028,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L700,45,8378521,12,3791878,26,1591
26089,Vedelago,Vedelago,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L706,45,6870820,12,183216,61,8489
26090,Vidor,Vidor,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,L856,45,8634757,12,388276,13,4259
26091,Villorba,Villorba,,31020,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M048,45,7128778,12,2603650,30,5337
26092,Vittorio Veneto,Vittorio Veneto,,31029,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M089,45,9899382,12,2961446,82,8023
26093,Volpago del Montello,Volpago del Montello,,31040,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M118,45,7774625,12,1186620,44,8222
26094,Zenson di Piave,Zenson di Piave,,31050,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M163,45,6782483,12,4926008,9,4961
26095,Zero Branco,Zero Branco,,31059,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M171,45,5993429,12,1641057,26,637
26096,Pieve del Grappa,Pieve del Grappa,,31017,TV,Treviso,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,M422,45,8497927,11,8326558,37,3385
27001,Annone Veneto,Annone Veneto,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,A302,45,7943853,12,6830166,25,9339
27002,Campagna Lupia,Campagna Lupia,,30010,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,B493,45,3534453,12,981255,87,5910
27003,Campolongo Maggiore,Campolongo Maggiore,,30010,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,B546,45,3314155,12,480926,23,6146
27004,Camponogara,Camponogara,,30010,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,B554,45,3850911,12,726191,21,2990
27005,Caorle,Caorle,,30021,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,B642,45,5980311,12,8876236,153,8340
27006,Cavarzere,Cavarzere,,30014,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C383,45,1368050,12,837138,140,4375
27007,Ceggia,Ceggia,,30022,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C422,45,6863181,12,6374159,22,1039
27008,Chioggia,Chioggia,,30015,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C638,45,2200730,12,2794383,187,9113
27009,Cinto Caomaggiore,Cinto Caomaggiore,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C714,45,8257753,12,7856403,21,3196
27010,Cona,Cona,,30010,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C938,45,1929591,12,391204,65,1112
27011,Concordia Sagittaria,Concordia Sagittaria,,30023,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C950,45,7558326,12,8459861,66,8349
27012,Dolo,Dolo,,30031,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D325,45,4259641,12,743287,24,2840
27013,Eraclea,Eraclea,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D415,45,5755233,12,6735335,95,4535
27014,Fiesso d'Artico,Fiesso d'Artico,,30032,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D578,45,4165843,12,308059,6,3104
27015,Fossalta di Piave,Fossalta di Piave,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D740,45,6458388,12,5112250,9,6402
27016,Fossalta di Portogruaro,Fossalta di Portogruaro,,30025,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D741,45,7929389,12,9074508,31,1041
27017,Fossò,Fossò,,30030,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,D748,45,3858626,12,480233,10,1823
27018,Gruaro,Gruaro,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,E215,45,8307338,12,8400268,17,4881
27019,Jesolo,Jesolo,,30016,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,C388,45,5335087,12,6364625,96,3967
27020,Marcon,Marcon,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,E936,45,5544740,12,2993703,25,5472
27021,Martellago,Martellago,,30030,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,E980,45,5461398,12,1598923,20,1706
27022,Meolo,Meolo,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F130,45,6190414,12,4526562,26,6120
27023,Mira,Mira,,30034,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F229,45,4328864,12,1233677,99,1344
27024,Mirano,Mirano,,30035,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F241,45,4929267,12,1091699,45,6303
27025,Musile di Piave,Musile di Piave,,30024,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F826,45,6223185,12,5633387,44,8684
27026,Noale,Noale,,30033,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F904,45,5505611,12,704105,24,6898
27027,Noventa di Piave,Noventa di Piave,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,F963,45,6628721,12,5296765,17,9961
27028,Pianiga,Pianiga,,30030,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,G565,45,4556061,12,300451,20,674
27029,Portogruaro,Portogruaro,,30026,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,G914,45,7757764,12,8374106,102,3109
27030,Pramaggiore,Pramaggiore,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,G981,45,8122018,12,7346186,24,2151
27031,Quarto d'Altino,Quarto d'Altino,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,H117,45,5815620,12,3714284,28,3286
27032,Salzano,Salzano,,30030,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,H735,45,5212793,12,977133,17,1836
27033,San Donà di Piave,San Donà di Piave,,30027,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,H823,45,6294718,12,5642831,78,8769
27034,San Michele al Tagliamento,San Michele al Tagliamento,,30028,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I040,45,7638842,12,9949404,114,4092
27035,Santa Maria di Sala,Santa Maria di Sala,,30036,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I242,45,5047588,12,354704,28,510
27036,San Stino di Livenza,San Stino di Livenza,,30029,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I373,45,7305483,12,6795642,67,9666
27037,Scorzè,Scorzè,,30037,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I551,45,5720492,12,1088669,33,2872
27038,Spinea,Spinea,,30038,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I908,45,4917208,12,1647013,14,9588
27039,Stra,Stra,,30039,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,I965,45,4099131,12,48803,8,8154
27040,Teglio Veneto,Teglio Veneto,,30025,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,L085,45,8160293,12,8843276,11,4427
27041,Torre di Mosto,Torre di Mosto,,30020,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,L267,45,6907274,12,7106378,37,9981
27042,Venezia,Venezia,,30121,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30122,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30123,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30124,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30125,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30126,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30132,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30133,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30135,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30141,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30142,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30171,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30172,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30173,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30174,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30175,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27042,Venezia,Venezia,,30176,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,SI,L736,45,4349103,12,3384525,415,8927
27043,Vigonovo,Vigonovo,,30030,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,L899,45,3854391,12,77464,12,8657
27044,Cavallino-Treporti,Cavallino-Treporti,,30013,VE,Venezia,Citta metropolitana,5,Veneto,statuto ordinario,Nord-est,NO,M308,45,4534814,12,4537184,44,7138
28001,Abano Terme,Abano Terme,,35031,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A001,45,3593911,11,7887132,21,4081
28002,Agna,Agna,,35021,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A075,45,1697792,11,9567281,18,8041
28003,Albignasego,Albignasego,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A161,45,3464181,11,8683773,21,1553
28004,Anguillara Veneta,Anguillara Veneta,,35022,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A296,45,1387363,11,8860307,21,6650
28005,Arquà Petrarca,Arquà Petrarca,,35032,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A434,45,2700408,11,7163951,12,5158
28006,Arre,Arre,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A438,45,2160979,11,9318390,12,3439
28007,Arzergrande,Arzergrande,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A458,45,2734160,12,464961,13,6428
28008,Bagnoli di Sopra,Bagnoli di Sopra,,35023,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A568,45,1851544,11,8813723,34,9770
28009,Baone,Baone,,35030,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A613,45,2442501,11,6884443,24,4195
28010,Barbona,Barbona,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A637,45,1065625,11,6605800,8,5865
28011,Battaglia Terme,Battaglia Terme,,35041,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A714,45,2888944,11,7737506,6,2291
28012,Boara Pisani,Boara Pisani,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,A906,45,1072921,11,7834761,16,6614
28013,Borgoricco,Borgoricco,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B031,45,5328242,11,9685041,20,3938
28014,Bovolenta,Bovolenta,,35024,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B106,45,2686800,11,9420904,22,7798
28015,Brugine,Brugine,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B213,45,2983049,11,9926908,19,5470
28016,Cadoneghe,Cadoneghe,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B345,45,4478010,11,9100660,12,9249
28017,Campodarsego,Campodarsego,,35011,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B524,45,5023134,11,9072817,25,7182
28018,Campodoro,Campodoro,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B531,45,4931650,11,7516505,11,2241
28019,Camposampiero,Camposampiero,,35012,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B563,45,5718473,11,9319879,21,1245
28020,Campo San Martino,Campo San Martino,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B564,45,5478628,11,8119468,13,1599
28021,Candiana,Candiana,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B589,45,2204117,11,9912273,22,2680
28022,Carceri,Carceri,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B749,45,1956710,11,6212930,9,8081
28023,Carmignano di Brenta,Carmignano di Brenta,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B795,45,6287653,11,7001613,14,6815
28026,Cartura,Cartura,,35025,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B848,45,2681397,11,8626107,16,2785
28027,Casale di Scodosia,Casale di Scodosia,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B877,45,1878031,11,4663674,21,3152
28028,Casalserugo,Casalserugo,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,B912,45,3163237,11,9148072,15,5043
28029,Castelbaldo,Castelbaldo,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C057,45,1211400,11,4526799,15,1745
28030,Cervarese Santa Croce,Cervarese Santa Croce,,35030,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C544,45,4029389,11,6919019,17,7049
28031,Cinto Euganeo,Cinto Euganeo,,35030,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C713,45,2913072,11,6611214,19,7569
28032,Cittadella,Cittadella,,35013,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C743,45,6485919,11,7836545,36,6783
28033,Codevigo,Codevigo,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C812,45,2679579,12,1033197,70,181
28034,Conselve,Conselve,,35026,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,C964,45,2322415,11,8756943,24,2861
28035,Correzzola,Correzzola,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D040,45,2352994,12,670952,42,3257
28036,Curtarolo,Curtarolo,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D226,45,5221245,11,8322253,14,7290
28037,Este,Este,,35042,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D442,45,2279228,11,6560500,32,8074
28038,Fontaniva,Fontaniva,,35014,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D679,45,6363917,11,7528643,20,6111
28039,Galliera Veneta,Galliera Veneta,,35015,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D879,45,6628263,11,8294491,8,9542
28040,Galzignano Terme,Galzignano Terme,,35030,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D889,45,3085827,11,7282548,18,2007
28041,Gazzo,Gazzo,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,D956,45,5822895,11,7073368,22,7096
28042,Grantorto,Grantorto,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E145,45,5992837,11,7310619,14,1029
28043,Granze,Granze,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E146,45,1543061,11,7132847,11,4734
28044,Legnaro,Legnaro,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E515,45,3439963,11,9635699,14,9138
28045,Limena,Limena,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E592,45,4789185,11,8436607,15,1553
28046,Loreggia,Loreggia,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E684,45,5882080,11,9440320,19,1159
28047,Lozzo Atestino,Lozzo Atestino,,35034,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,E709,45,2911139,11,6313653,24,731
28048,Maserà di Padova,Maserà di Padova,,35020,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F011,45,3201759,11,8635304,17,5821
28049,Masi,Masi,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F013,45,1084224,11,4917478,13,7649
28050,Massanzago,Massanzago,,35010,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F033,45,5553247,12,42579,13,2228
28052,Megliadino San Vitale,Megliadino San Vitale,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F092,45,1923683,11,5241182,15,2476
28053,Merlara,Merlara,,35040,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F148,45,1669900,11,4422381,21,3456
28054,Mestrino,Mestrino,,35035,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F161,45,4435492,11,7587875,19,2180
28055,Monselice,Monselice,,35043,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F382,45,2394701,11,7501150,50,5708
28056,Montagnana,Montagnana,,35044,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F394,45,2319848,11,4671487,45,279
28057,Montegrotto Terme,Montegrotto Terme,,35036,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F529,45,3317395,11,7836378,15,3700
28058,Noventa Padovana,Noventa Padovana,,35027,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,F962,45,4160386,11,9528858,7,781
28059,Ospedaletto Euganeo,Ospedaletto Euganeo,,35045,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,NO,G167,45,2225290,11,6105852,21,4782
28060,Padova,Padova,,35121,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
28060,Padova,Padova,,35122,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
28060,Padova,Padova,,35123,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
28060,Padova,Padova,,35124,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
28060,Padova,Padova,,35125,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
28060,Padova,Padova,,35126,PD,Padova,Provincia,5,Veneto,statuto ordinario,Nord-est,SI,G224,45,4069347,11,8760874,93,257
