codice_istat,denominazione_ita_altra,denominazione_ita,denominazione_altra,cap,sigla_provincia,denominazione_provincia,tipologia_provincia,codice_regione,denominazione_regione,tipologia_regione,ripartizione_geografica,flag_capoluogo,codice_belfiore,lat,lon,superficie_kmq,,,
1167,Nomaglio,Nomaglio,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,F927,45,5351887,7,8597152,3,743
1168,None,None,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,F931,44,9323104,7,5412396,24,6422
1169,Novalesa,Novalesa,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,F948,45,1876373,7,146657,28,5542
1170,Oglianico,Oglianico,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G010,45,3425704,7,6927438,6,3030
1171,Orbassano,Orbassano,,10043,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G087,45,70316,7,5369568,22,2078
1172,Orio Canavese,Orio Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G109,45,3284928,7,8602996,7,1541
1173,Osasco,Osasco,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G151,44,8494709,7,3431663,5,4885
1174,Osasio,Osasio,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G152,44,8694593,7,6075282,4,5771
1175,Oulx,Oulx,,10056,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G196,45,312711,6,8322188,99,7857
1176,Ozegna,Ozegna,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G202,45,3490184,7,7431342,5,4058
1177,Palazzo Canavese,Palazzo Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G262,45,4574832,7,9780494,5,819
1178,Pancalieri,Pancalieri,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G303,44,8304699,7,5881618,15,8878
1179,Parella,Parella,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G330,45,4299900,7,7910274,2,6886
1180,Pavarolo,Pavarolo,,10020,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G387,45,689255,7,8347580,4,4056
1181,Pavone Canavese,Pavone Canavese,,10018,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G392,45,4352660,7,8539760,11,5400
1183,Pecetto Torinese,Pecetto Torinese,,10020,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G398,45,195573,7,7486999,9,1730
1184,Perosa Argentina,Perosa Argentina,,10063,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G463,44,9580970,7,1923703,26,906
1185,Perosa Canavese,Perosa Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G462,45,3971612,7,8292559,4,7080
1186,Perrero,Perrero,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G465,44,9374546,7,1152671,63,1830
1187,Pertusio,Pertusio,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G477,45,3534027,7,6387241,4,41
1188,Pessinetto,Pessinetto,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G505,45,2905460,7,4028471,5,3498
1189,Pianezza,Pianezza,,10044,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G559,45,1006232,7,5463576,16,4634
1190,Pinasca,Pinasca,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G672,44,9426596,7,2276729,34,7183
1191,Pinerolo,Pinerolo,,10064,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G674,44,8873317,7,3320011,50,3376
1192,Pino Torinese,Pino Torinese,,10025,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G678,45,435191,7,7721652,21,8196
1193,Piobesi Torinese,Piobesi Torinese,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G684,44,9330545,7,6119311,19,6488
1194,Piossasco,Piossasco,,10045,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G691,44,9906984,7,4627552,40,1459
1195,Piscina,Piscina,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G705,44,9194615,7,4258975,9,9034
1196,Piverone,Piverone,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G719,45,4475488,8,71026,11,343
1197,Poirino,Poirino,,10046,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G777,44,9211961,7,8436194,75,6186
1198,Pomaretto,Pomaretto,,10063,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G805,44,9550641,7,1822031,8,5611
1199,Pont Canavese,Pont Canavese,,10085,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G826,45,4207331,7,5935708,19,609
1200,Porte,Porte,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G900,44,8875621,7,2679852,4,4476
1201,Pragelato,Pragelato,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G973,45,162744,6,9422934,89,2017
1202,Prali,Prali,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G978,44,8904046,7,490437,72,6092
1203,Pralormo,Pralormo,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G979,44,8613542,7,9006632,29,8455
1204,Pramollo,Pramollo,,10065,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G982,44,9045853,7,2116986,22,4785
1205,Prarostino,Prarostino,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G986,44,8658369,7,2697215,10,5052
1206,Prascorsano,Prascorsano,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G988,45,3676604,7,6157085,6,2419
1207,Pratiglione,Pratiglione,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,G997,45,3536517,7,5960906,7,8803
1208,Quagliuzzo,Quagliuzzo,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H100,45,4264997,7,7818365,2,380
1209,Quassolo,Quassolo,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H120,45,5249408,7,8324759,3,9559
1210,Quincinetto,Quincinetto,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H127,45,5608176,7,8057688,17,7879
1211,Reano,Reano,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H207,45,517062,7,4295540,6,6658
1212,Ribordone,Ribordone,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H270,45,4316138,7,5024190,43,6002
1213,Rivalba,Rivalba,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H333,45,1188065,7,8870447,10,8334
1214,Rivalta di Torino,Rivalta di Torino,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H335,45,345441,7,5232926,25,1076
1215,Riva presso Chieri,Riva presso Chieri,,10020,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H337,44,9862792,7,8691993,35,8318
1216,Rivara,Rivara,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H338,45,3323186,7,6250614,12,5838
1217,Rivarolo Canavese,Rivarolo Canavese,,10086,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H340,45,3327982,7,7252212,32,2459
1218,Rivarossa,Rivarossa,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H344,45,2512811,7,7171996,10,8733
1219,Rivoli,Rivoli,,10098,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H355,45,706280,7,5339449,29,4998
1220,Robassomero,Robassomero,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H367,45,2000840,7,5701592,8,5756
1221,Rocca Canavese,Rocca Canavese,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H386,45,3094102,7,5785370,14,1912
1222,Roletto,Roletto,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H498,44,9252466,7,3306684,9,7039
1223,Romano Canavese,Romano Canavese,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H511,45,3913474,7,8679044,11,2106
1224,Ronco Canavese,Ronco Canavese,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H539,45,4994349,7,5456723,96,2686
1225,Rondissone,Rondissone,,10030,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H547,45,2467900,7,9658163,10,6877
1226,Rorà,Rorà,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H554,44,7923004,7,1984925,12,4075
1227,Roure,Roure,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H555,45,10825,7,1290852,59,3732
1228,Rosta,Rosta,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H583,45,714196,7,4639672,9,650
1229,Rubiana,Rubiana,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H627,45,1392048,7,3823984,26,9371
1230,Rueglio,Rueglio,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H631,45,4678542,7,7558219,15,1002
1231,Salassa,Salassa,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H691,45,3595602,7,6893918,4,9519
1232,Salbertrand,Salbertrand,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H684,45,723713,6,8836881,38,3198
1233,Salerano Canavese,Salerano Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H702,45,4564477,7,8499024,2,1034
1234,Salza di Pinerolo,Salza di Pinerolo,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H734,44,9405416,7,532450,15,8859
1235,Samone,Samone,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H753,45,4492906,7,8456432,2,4330
1236,San Benigno Canavese,San Benigno Canavese,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H775,45,2239633,7,7826551,22,2318
1237,San Carlo Canavese,San Carlo Canavese,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H789,45,2481552,7,6101615,20,9068
1238,San Colombano Belmonte,San Colombano Belmonte,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H804,45,3814438,7,6184510,3,3809
1239,San Didero,San Didero,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H820,45,1351631,7,2151550,3,3037
1240,San Francesco al Campo,San Francesco al Campo,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H847,45,2255394,7,6556646,14,9796
1241,Sangano,Sangano,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H855,45,262347,7,4505386,6,6513
1242,San Germano Chisone,San Germano Chisone,,10065,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H862,44,8987128,7,2408566,15,8616
1243,San Gillio,San Gillio,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H873,45,1420605,7,5338325,8,8866
1244,San Giorgio Canavese,San Giorgio Canavese,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H890,45,3354473,7,7942594,20,4049
1245,San Giorio di Susa,San Giorio di Susa,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H900,45,1284155,7,1775315,19,7366
1246,San Giusto Canavese,San Giusto Canavese,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H936,45,3122172,7,8083334,9,6132
1247,San Martino Canavese,San Martino Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,H997,45,3945985,7,8183624,9,7933
1248,San Maurizio Canavese,San Maurizio Canavese,,10077,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I024,45,2191199,7,6307530,17,3442
1249,San Mauro Torinese,San Mauro Torinese,,10099,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I030,45,1030953,7,7663283,12,5517
1250,San Pietro Val Lemina,San Pietro Val Lemina,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I090,44,9073254,7,3135553,12,4446
1251,San Ponso,San Ponso,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I126,45,3508201,7,6675166,2,1243
1252,San Raffaele Cimena,San Raffaele Cimena,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I137,45,1472256,7,8486967,11,1520
1253,San Sebastiano da Po,San Sebastiano da Po,,10020,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I152,45,1664428,7,9534693,16,5766
1254,San Secondo di Pinerolo,San Secondo di Pinerolo,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I154,44,8665626,7,2986478,12,5719
1255,Sant'Ambrogio di Torino,Sant'Ambrogio di Torino,,10057,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I258,45,996877,7,3593131,8,3683
1256,Sant'Antonino di Susa,Sant'Antonino di Susa,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I296,45,1070831,7,2735097,9,7945
1257,Santena,Santena,,10026,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I327,44,9496848,7,7731601,16,1983
1258,Sauze di Cesana,Sauze di Cesana,,10054,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I465,44,9404442,6,8604972,78,2772
1259,Sauze d'Oulx,Sauze d'Oulx,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I466,45,280858,6,8582494,17,3112
1260,Scalenghe,Scalenghe,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I490,44,8883060,7,4979654,31,6768
1261,Scarmagno,Scarmagno,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I511,45,3858304,7,8407105,8,308
1262,Sciolze,Sciolze,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I539,45,950363,7,8776624,11,3557
1263,Sestriere,Sestriere,,10058,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I692,44,9576468,6,8765512,25,9158
1264,Settimo Rottaro,Settimo Rottaro,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I701,45,4049042,7,9922308,6,578
1265,Settimo Torinese,Settimo Torinese,,10036,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I703,45,1369893,7,7712401,31,4505
1266,Settimo Vittone,Settimo Vittone,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I702,45,5481131,7,8317209,23,2604
1267,Sparone,Sparone,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I886,45,4133052,7,5442141,29,6785
1268,Strambinello,Strambinello,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I969,45,4232477,7,7686620,2,2140
1269,Strambino,Strambino,,10019,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,I970,45,3845912,7,8806282,22,4686
1270,Susa,Susa,,10059,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L013,45,1352513,7,464196,10,9879
1271,Tavagnasco,Tavagnasco,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L066,45,5432265,7,8226103,8,6751
1272,Torino,Torino,,10121,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10122,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10123,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10124,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10125,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10126,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10127,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10128,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10129,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10131,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10132,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10133,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10134,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10135,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10136,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10137,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10138,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10139,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10141,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10142,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10143,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10144,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10145,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10146,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10147,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10148,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10149,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10151,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10152,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10153,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10154,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10155,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1272,Torino,Torino,,10156,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,SI,L219,45,732740,7,6806875,130,645
1273,Torrazza Piemonte,Torrazza Piemonte,,10037,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L238,45,2152115,7,9749012,9,8238
1274,Torre Canavese,Torre Canavese,,10010,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L247,45,3918288,7,7605391,5,4545
1275,Torre Pellice,Torre Pellice,,10066,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L277,44,8207373,7,2239787,21,981
1276,Trana,Trana,,10090,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L327,45,370941,7,4173032,16,4059
1278,Traversella,Traversella,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L345,45,5094155,7,7504099,39,3597
1279,Traves,Traves,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L340,45,2705812,7,4297477,10,4544
1280,Trofarello,Trofarello,,10028,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L445,44,9859626,7,7403033,12,3475
1281,Usseaux,Usseaux,,10060,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L515,45,484973,7,268735,37,9669
1282,Usseglio,Usseglio,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L516,45,2327269,7,2172202,98,5375
1283,Vaie,Vaie,,10050,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L538,45,1018931,7,2866307,7,2292
1284,Val della Torre,Val della Torre,,10040,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L555,45,1555656,7,4494114,36,5253
1285,Valgioie,Valgioie,,10094,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L578,45,760079,7,3396396,9,1200
1286,Vallo Torinese,Vallo Torinese,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L629,45,2235028,7,4992892,6,792
1287,Valperga,Valperga,,10087,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L644,45,3702749,7,6567870,11,9094
1288,Valprato Soana,Valprato Soana,,10080,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,B510,45,5223800,7,5489663,71,8527
1289,Varisella,Varisella,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L685,45,2098424,7,4890253,22,5579
1290,Vauda Canavese,Vauda Canavese,,10070,TO,Torino,Citta metropolitana,1,Piemonte,statuto ordinario,Nord-ovest,NO,L698,45,2792452,7,6182078,7,929
